timestamp,elapsed_sec,charge_mAh,level_pct,voltage_mV,temp_C,screen,brightness,network_type,wifi_state,mobile_state,gps,top_app,cpu_util_pct,gpu_util_pct
2026-01-30 08:11:08,0,5657.3,91,4275,24.3,off,0,none,off,off,off,,1.3,0.7
2026-01-30 08:11:38,30,5657.3,91,4279,24.7,off,0,none,off,off,off,,1.6,2.8
2026-01-30 08:12:08,60,5657.3,91,4278,24.2,off,0,none,off,off,off,,2.1,0.4
2026-01-30 08:12:38,90,5657.3,91,4280,24.3,off,0,none,off,off,off,,2.9,0.1
2026-01-30 08:13:08,120,5657.3,91,4299,23.8,off,0,none,off,off,off,,3.9,-0.3
2026-01-30 08:13:38,150,5657.3,91,4281,23.9,off,0,none,off,off,off,,1.5,-1.9
2026-01-30 08:14:08,180,5657.3,91,4302,24.1,off,0,none,off,off,off,,1.0,-0.5
2026-01-30 08:14:38,210,5657.3,91,4277,24.2,off,0,none,off,off,off,,1.2,1.1
2026-01-30 08:15:08,240,5657.3,91,4273,24.0,off,0,none,off,off,off,,4.2,0.8
2026-01-30 08:15:38,270,5657.3,91,4291,24.0,off,0,none,off,off,off,,3.8,-0.3
2026-01-30 08:16:08,300,5657.3,91,4282,24.0,off,0,none,off,off,off,,2.0,0.5
2026-01-30 08:16:38,330,5657.3,91,4284,23.8,off,0,none,off,off,off,,4.9,-0.3
2026-01-30 08:17:08,360,5657.3,91,4296,24.1,off,0,none,off,off,off,,3.5,-1.5
2026-01-30 08:17:38,390,5657.3,91,4287,24.1,off,0,none,off,off,off,,5.0,-0.2
2026-01-30 08:18:08,420,5657.3,91,4299,24.6,off,0,none,off,off,off,,5.2,-0.3
2026-01-30 08:18:38,450,5657.3,91,4294,23.8,off,0,none,off,off,off,,3.7,0.4
2026-01-30 08:19:08,480,5657.3,91,4296,24.3,off,0,none,off,off,off,,4.5,0.0
2026-01-30 08:19:38,510,5657.3,91,4281,24.0,off,0,none,off,off,off,,0.9,1.4
2026-01-30 08:20:08,540,5657.3,91,4292,24.5,off,0,none,off,off,off,,3.1,-0.4
2026-01-30 08:20:38,570,5657.3,91,4289,23.9,off,0,none,off,off,off,,4.1,-0.6
2026-01-30 08:21:08,600,5650.8,91,4301,24.0,off,0,none,off,off,off,,2.4,1.1
2026-01-30 08:21:38,630,5650.8,91,4288,24.0,off,0,none,off,off,off,,2.2,0.1
2026-01-30 08:22:08,660,5650.8,91,4297,24.2,off,0,none,off,off,off,,3.1,-1.7
2026-01-30 08:22:38,690,5650.8,91,4291,24.1,off,0,none,off,off,off,,5.8,0.2
2026-01-30 08:23:08,720,5650.8,91,4283,24.0,off,0,none,off,off,off,,3.5,0.6
2026-01-30 08:23:38,750,5650.8,91,4301,24.4,off,0,none,off,off,off,,4.4,-0.7
2026-01-30 08:24:08,780,5650.8,91,4278,23.9,off,0,none,off,off,off,,5.5,2.1
2026-01-30 08:24:38,810,5650.8,91,4273,24.1,off,0,none,off,off,off,,4.1,1.3
2026-01-30 08:25:08,840,5650.8,91,4274,24.4,off,0,none,off,off,off,,2.5,1.0
2026-01-30 08:25:38,870,5650.8,91,4288,24.1,off,0,none,off,off,off,,2.9,-0.4
2026-01-30 08:26:08,900,5650.8,91,4276,23.9,off,0,none,off,off,off,,6.2,1.0
2026-01-30 08:26:38,930,5650.8,91,4288,23.7,off,0,none,off,off,off,,1.6,-3.1
2026-01-30 08:27:08,960,5650.8,91,4295,24.1,off,0,none,off,off,off,,0.6,0.1
2026-01-30 08:27:38,990,5650.8,91,4288,24.4,off,0,none,off,off,off,,4.2,-0.3
2026-01-30 08:28:08,1020,5650.8,91,4298,23.8,off,0,none,off,off,off,,2.9,2.3
2026-01-30 08:28:38,1050,5650.8,91,4288,23.8,off,0,none,off,off,off,,4.4,1.0
2026-01-30 08:29:08,1080,5650.8,91,4273,23.9,off,0,none,off,off,off,,1.1,0.1
2026-01-30 08:29:38,1110,5642.3,91,4272,24.0,off,0,none,off,off,off,,2.3,-0.5
2026-01-30 08:30:08,1140,5642.3,91,4298,24.0,off,0,none,off,off,off,,3.3,-1.0
2026-01-30 08:30:38,1170,5642.3,91,4292,23.8,off,0,none,off,off,off,,4.5,-0.9
2026-01-30 08:31:08,1200,5642.3,91,4293,24.3,off,0,none,off,off,off,,3.1,-0.4
2026-01-30 08:31:38,1230,5642.3,91,4275,24.0,off,0,none,off,off,off,,1.8,-2.1
2026-01-30 08:32:08,1260,5642.3,91,4271,24.3,off,0,none,off,off,off,,3.5,1.3
2026-01-30 08:32:38,1290,5642.3,91,4271,24.0,off,0,none,off,off,off,,4.2,-1.5
2026-01-30 08:33:08,1320,5642.3,91,4289,24.0,off,0,none,off,off,off,,3.7,-0.5
2026-01-30 08:33:38,1350,5642.3,91,4300,24.1,off,0,none,off,off,off,,2.3,0.0
2026-01-30 08:34:08,1380,5642.3,91,4272,24.3,off,0,none,off,off,off,,3.7,0.2
2026-01-30 08:34:38,1410,5642.3,91,4291,24.0,off,0,none,off,off,off,,0.2,-1.2
2026-01-30 08:35:08,1440,5642.3,91,4282,24.3,off,0,none,off,off,off,,4.7,0.4
2026-01-30 08:35:38,1470,5642.3,91,4296,23.7,off,0,none,off,off,off,,1.1,-0.9
