timestamp,elapsed_sec,charge_mAh,level_pct,voltage_mV,temp_C,screen,brightness,network_type,wifi_state,mobile_state,gps,top_app,cpu_util_pct,gpu_util_pct
2026-01-30 23:34:15,0,5544.0,90,4262,28.8,on,128,none,off,off,off,,62.2,15.5
2026-01-30 23:34:45,30,5544.0,90,4256,29.5,on,128,none,off,off,off,,60.2,14.4
2026-01-30 23:35:15,60,5544.0,90,4260,29.7,on,128,none,off,off,off,,59.3,14.4
2026-01-30 23:35:45,90,5535.3,90,4272,30.5,on,128,none,off,off,off,,59.5,13.7
2026-01-30 23:36:15,120,5535.3,90,4270,31.1,on,128,none,off,off,off,,59.8,13.6
2026-01-30 23:36:45,150,5535.3,90,4270,30.9,on,128,none,off,off,off,,59.3,12.7
2026-01-30 23:37:15,180,5524.1,89,4266,32.7,on,128,none,off,off,off,,59.1,13.5
2026-01-30 23:37:45,210,5524.1,89,4262,32.4,on,128,none,off,off,off,,60.2,14.6
2026-01-30 23:38:15,240,5524.1,89,4266,33.6,on,128,none,off,off,off,,61.2,14.2
2026-01-30 23:38:45,270,5515.4,89,4275,33.9,on,128,none,off,off,off,,59.5,15.1
2026-01-30 23:39:15,300,5515.4,89,4261,33.0,on,128,none,off,off,off,,58.6,14.8
2026-01-30 23:39:45,330,5515.4,89,4267,34.1,on,128,none,off,off,off,,59.5,15.7
2026-01-30 23:40:15,360,5504.8,89,4266,34.0,on,128,none,off,off,off,,62.0,15.1
2026-01-30 23:40:45,390,5504.8,89,4269,35.0,on,128,none,off,off,off,,60.6,16.0
2026-01-30 23:41:15,420,5504.8,89,4260,33.8,on,128,none,off,off,off,,58.2,15.4
2026-01-30 23:41:45,450,5496.5,89,4265,34.9,on,128,none,off,off,off,,60.7,13.8
2026-01-30 23:42:15,480,5496.5,89,4273,34.9,on,128,none,off,off,off,,59.5,15.1
2026-01-30 23:42:45,510,5496.5,89,4274,34.5,on,128,none,off,off,off,,60.5,14.7
2026-01-30 23:43:15,540,5486.4,89,4245,34.3,on,128,none,off,off,off,,60.4,14.7
2026-01-30 23:43:45,570,5486.4,89,4254,35.4,on,128,none,off,off,off,,60.7,16.5
2026-01-30 23:44:15,600,5486.4,89,4268,35.7,on,128,none,off,off,off,,61.0,14.5
2026-01-30 23:44:45,630,5476.2,89,4262,34.9,on,128,none,off,off,off,,59.7,15.1
