timestamp,elapsed_sec,charge_mAh,level_pct,voltage_mV,temp_C,screen,brightness,network_type,wifi_state,mobile_state,gps,top_app,cpu_util_pct,gpu_util_pct
2026-01-31 15:04:46,0,5805.6,92,4304,27.9,on,127,none,off,off,off,,21.6,22.7
2026-01-31 15:05:16,30,5805.6,92,4325,27.6,on,127,none,off,off,off,,22.7,19.3
2026-01-31 15:05:46,60,5805.6,92,4321,28.9,on,127,none,off,off,off,,21.7,17.1
2026-01-31 15:06:16,90,5796.8,92,4301,29.3,on,127,none,off,off,off,,20.7,23.0
2026-01-31 15:06:46,120,5796.8,92,4328,29.1,on,127,none,off,off,off,,22.1,18.3
2026-01-31 15:07:16,150,5796.8,92,4315,28.8,on,127,none,off,off,off,,21.0,23.7
2026-01-31 15:07:46,180,5788.6,92,4302,29.4,on,127,none,off,off,off,,19.4,24.2
2026-01-31 15:08:16,210,5788.6,92,4327,30.2,on,127,none,off,off,off,,22.3,23.6
2026-01-31 15:08:46,240,5788.6,91,4320,29.9,on,127,none,off,off,off,,18.3,15.4
2026-01-31 15:09:16,270,5778.7,91,4325,29.7,on,127,none,off,off,off,,21.3,22.9
2026-01-31 15:09:46,300,5778.7,91,4318,30.5,on,127,none,off,off,off,,22.3,19.1
2026-01-31 15:10:16,330,5778.7,91,4317,31.1,on,127,none,off,off,off,,21.4,23.7
2026-01-31 15:10:46,360,5770.9,91,4315,31.2,on,127,none,off,off,off,,21.2,21.4
2026-01-31 15:11:16,390,5770.9,91,4295,30.4,on,127,none,off,off,off,,21.5,23.3
2026-01-31 15:11:46,420,5770.9,91,4324,31.2,on,127,none,off,off,off,,19.8,20.0
2026-01-31 15:12:16,450,5759.7,91,4314,30.7,on,127,none,off,off,off,,22.2,20.4
2026-01-31 15:12:46,480,5759.7,91,4302,30.8,on,127,none,off,off,off,,18.2,16.4
2026-01-31 15:13:16,510,5759.7,91,4319,31.8,on,127,none,off,off,off,,17.8,22.8
2026-01-31 15:13:46,540,5759.7,91,4305,31.0,on,127,none,off,off,off,,18.7,19.2
2026-01-31 15:14:16,570,5747.9,91,4319,31.1,on,127,none,off,off,off,,20.2,20.0
2026-01-31 15:14:46,600,5747.9,91,4294,30.8,on,127,none,off,off,off,,20.1,22.9
2026-01-31 15:15:16,630,5747.9,91,4295,32.1,on,127,none,off,off,off,,21.9,21.0
2026-01-31 15:15:46,660,5737.8,91,4297,32.1,on,127,none,off,off,off,,19.4,17.0
2026-01-31 15:16:16,690,5737.8,91,4295,31.9,on,127,none,off,off,off,,19.9,20.9
2026-01-31 15:16:46,720,5737.8,91,4301,32.1,on,127,none,off,off,off,,17.1,19.1
2026-01-31 15:17:16,750,5737.8,91,4311,31.3,on,127,none,off,off,off,,19.5,19.7
2026-01-31 15:17:46,780,5729.4,91,4288,31.8,on,127,none,off,off,off,,20.9,15.3
