timestamp,elapsed_sec,charge_mAh,level_pct,voltage_mV,temp_C,screen,brightness,network_type,wifi_state,mobile_state,gps,top_app,cpu_util_pct,gpu_util_pct
2026-01-31 01:09:39,0,5563.8,89,4261,28.2,on,128,none,off,off,off,,77.5,15.3
2026-01-31 01:10:09,30,5563.8,89,4256,29.4,on,128,none,off,off,off,,78.9,15.7
2026-01-31 01:10:39,60,5556.7,89,4269,29.6,on,128,none,off,off,off,,76.9,16.2
2026-01-31 01:11:09,90,5556.7,89,4277,31.0,on,128,none,off,off,off,,79.9,15.5
2026-01-31 01:11:39,120,5547.9,89,4279,32.5,on,128,none,off,off,off,,79.8,16.1
2026-01-31 01:12:09,150,5547.9,89,4260,31.7,on,128,none,off,off,off,,80.9,16.4
2026-01-31 01:12:39,180,5540.6,88,4280,32.6,on,128,none,off,off,off,,78.9,15.3
2026-01-31 01:13:09,210,5540.6,88,4281,33.5,on,128,none,off,off,off,,81.0,12.9
2026-01-31 01:13:39,240,5531.8,88,4275,35.4,on,128,none,off,off,off,,80.1,14.9
2026-01-31 01:14:09,270,5531.8,88,4267,35.4,on,128,none,off,off,off,,79.8,16.8
2026-01-31 01:14:39,300,5524.8,88,4250,35.6,on,128,none,off,off,off,,78.7,13.3
2026-01-31 01:15:09,330,5524.8,88,4275,34.6,on,128,none,off,off,off,,81.7,17.4
2026-01-31 01:15:39,360,5518.1,88,4256,36.4,on,128,none,off,off,off,,80.8,14.4
2026-01-31 01:16:09,390,5512.3,88,4275,36.7,on,128,none,off,off,off,,76.6,14.8
2026-01-31 01:16:39,420,5512.3,88,4255,36.6,on,128,none,off,off,off,,79.9,15.2
2026-01-31 01:17:09,450,5504.7,88,4258,37.7,on,128,none,off,off,off,,81.1,14.4
2026-01-31 01:17:39,480,5504.7,88,4251,36.4,on,128,none,off,off,off,,78.5,15.7
2026-01-31 01:18:09,510,5496.6,88,4249,38.0,on,128,none,off,off,off,,79.1,14.9
2026-01-31 01:18:39,540,5496.6,87,4263,38.1,on,128,none,off,off,off,,78.9,16.1
2026-01-31 01:19:09,570,5488.3,87,4261,36.2,on,128,none,off,off,off,,81.0,14.4
2026-01-31 01:19:39,600,5488.3,87,4262,37.3,on,128,none,off,off,off,,82.0,14.9
2026-01-31 01:20:09,630,5478.3,87,4242,38.7,on,128,none,off,off,off,,78.7,13.3
2026-01-31 01:20:39,660,5478.3,87,4256,36.8,on,128,none,off,off,off,,78.9,13.9
2026-01-31 01:21:09,690,5471.6,87,4269,37.9,on,128,none,off,off,off,,82.1,17.0
2026-01-31 01:21:39,720,5471.6,87,4255,39.0,on,128,none,off,off,off,,81.6,15.9
2026-01-31 01:22:09,750,5465.2,87,4248,38.1,on,128,none,off,off,off,,78.5,15.1
2026-01-31 01:22:39,780,5465.2,87,4252,37.4,on,128,none,off,off,off,,81.7,14.3
2026-01-31 01:23:09,810,5455.2,87,4249,38.3,on,128,none,off,off,off,,75.4,16.0
2026-01-31 01:23:39,840,5455.2,87,4247,37.5,on,128,none,off,off,off,,78.9,15.2
2026-01-31 01:24:09,870,5447.3,87,4255,38.3,on,128,none,off,off,off,,81.9,15.4
2026-01-31 01:24:39,900,5447.3,87,4233,37.9,on,128,none,off,off,off,,80.4,15.5
2026-01-31 01:25:09,930,5438.1,87,4247,39.1,on,128,none,off,off,off,,79.3,17.9
2026-01-31 01:25:39,960,5438.1,86,4233,38.8,on,128,none,off,off,off,,80.5,15.0
2026-01-31 01:26:09,990,5431.1,86,4255,39.3,on,128,none,off,off,off,,80.6,15.9
2026-01-31 01:26:39,1020,5431.1,86,4244,39.0,on,128,none,off,off,off,,78.1,14.1
2026-01-31 01:27:09,1050,5423.8,86,4231,38.8,on,128,none,off,off,off,,81.8,16.3
2026-01-31 01:27:39,1080,5423.8,86,4231,39.1,on,128,none,off,off,off,,82.9,14.2
2026-01-31 01:28:09,1110,5413.8,86,4243,37.8,on,128,none,off,off,off,,81.1,16.7
2026-01-31 01:28:39,1140,5413.8,86,4242,38.8,on,128,none,off,off,off,,80.1,14.6
2026-01-31 01:29:09,1170,5406.4,86,4242,37.9,on,128,none,off,off,off,,80.9,15.6
2026-01-31 01:29:39,1200,5406.4,86,4234,39.6,on,128,none,off,off,off,,78.8,14.8
2026-01-31 01:30:09,1230,5398.6,86,4242,37.6,on,128,none,off,off,off,,81.2,16.3
2026-01-31 01:30:39,1260,5398.6,86,4225,38.4,on,128,none,off,off,off,,77.2,16.4
2026-01-31 01:31:09,1290,5392.3,86,4228,39.0,on,128,none,off,off,off,,80.9,14.9
2026-01-31 01:31:39,1320,5392.3,85,4234,38.4,on,128,none,off,off,off,,81.0,13.1
2026-01-31 01:32:09,1350,5383.9,85,4244,37.6,on,128,none,off,off,off,,80.6,17.3
2026-01-31 01:32:39,1380,5383.9,85,4219,38.6,on,128,none,off,off,off,,79.6,14.6
2026-01-31 01:33:09,1410,5376.3,85,4231,38.8,on,128,none,off,off,off,,80.8,14.7
2026-01-31 01:33:39,1440,5376.3,85,4219,39.0,on,128,none,off,off,off,,77.9,15.5
2026-01-31 01:34:09,1470,5369.2,85,4244,38.2,on,128,none,off,off,off,,79.9,13.5
2026-01-31 01:34:39,1500,5369.2,85,4238,38.7,on,128,none,off,off,off,,81.2,13.2
2026-01-31 01:35:09,1530,5361.0,85,4217,38.4,on,128,none,off,off,off,,79.6,14.5
2026-01-31 01:35:39,1560,5361.0,85,4237,38.9,on,128,none,off,off,off,,78.4,14.1
2026-01-31 01:36:09,1590,5354.4,85,4239,38.8,on,128,none,off,off,off,,80.0,13.8
2026-01-31 01:36:39,1620,5354.4,85,4241,38.6,on,128,none,off,off,off,,79.4,14.6
2026-01-31 01:37:09,1650,5345.8,85,4229,38.0,on,128,none,off,off,off,,81.9,14.9
2026-01-31 01:37:39,1680,5345.8,84,4216,37.5,on,128,none,off,off,off,,79.5,14.8
2026-01-31 01:38:09,1710,5336.7,84,4233,37.9,on,128,none,off,off,off,,79.1,16.2
2026-01-31 01:38:39,1740,5336.7,84,4209,37.8,on,128,none,off,off,off,,78.8,14.4
2026-01-31 01:39:09,1770,5329.3,84,4223,38.6,on,128,none,off,off,off,,83.2,12.2
2026-01-31 01:39:39,1800,5329.3,84,4214,39.0,on,128,none,off,off,off,,80.1,14.3
2026-01-31 01:40:09,1830,5321.2,84,4224,38.1,on,128,none,off,off,off,,79.3,16.7
2026-01-31 01:40:39,1860,5321.2,84,4226,39.8,on,128,none,off,off,off,,80.7,16.8
2026-01-31 01:41:09,1890,5314.3,84,4204,37.7,on,128,none,off,off,off,,77.6,15.2
2026-01-31 01:41:39,1920,5314.3,84,4208,39.5,on,128,none,off,off,off,,79.4,13.5
2026-01-31 01:42:09,1950,5307.6,84,4229,39.2,on,128,none,off,off,off,,79.3,14.5
2026-01-31 01:42:39,1980,5307.6,84,4218,38.6,on,128,none,off,off,off,,79.5,15.6
2026-01-31 01:43:09,2010,5298.1,84,4206,37.9,on,128,none,off,off,off,,80.7,15.0
2026-01-31 01:43:39,2040,5298.1,84,4208,39.2,on,128,none,off,off,off,,82.9,13.5
2026-01-31 01:44:09,2070,5289.9,84,4211,38.7,on,128,none,off,off,off,,80.0,14.1
